Time,Amplitude
2016-11-21T21:00:54.119538Z,156332
2016-11-21T21:00:54.169538Z,-3966
2016-11-21T21:00:54.219538Z,-963
2016-11-21T21:00:54.269538Z,60167
2016-11-21T21:00:54.319538Z,213173
2016-11-21T21:00:54.369538Z,442414
2016-11-21T21:00:54.419538Z,718751
2016-11-21T21:00:54.469538Z,1003688
2016-11-21T21:00:54.519538Z,1278352
2016-11-21T21:00:54.569538Z,1500424
2016-11-21T21:00:54.619538Z,1677978
2016-11-21T21:00:54.669538Z,1777405
2016-11-21T21:00:54.719538Z,1716685
2016-11-21T21:00:54.769538Z,1492704
2016-11-21T21:00:54.819538Z,1175396
2016-11-21T21:00:54.869538Z,911049
2016-11-21T21:00:54.919538Z,757526
2016-11-21T21:00:54.969538Z,735736
2016-11-21T21:00:55.019538Z,847182
2016-11-21T21:00:55.069538Z,1053534
2016-11-21T21:00:55.119538Z,1397757
2016-11-21T21:00:55.169538Z,1855981
2016-11-21T21:00:55.219538Z,2322981
2016-11-21T21:00:55.269538Z,2724352
2016-11-21T21:00:55.319538Z,2921935
2016-11-21T21:00:55.369538Z,2778771
2016-11-21T21:00:55.419538Z,2310361
2016-11-21T21:00:55.469538Z,1819265
2016-11-21T21:00:55.519538Z,1569945
2016-11-21T21:00:55.569538Z,1471880
2016-11-21T21:00:55.619538Z,1462746
2016-11-21T21:00:55.669538Z,1474027
2016-11-21T21:00:55.719538Z,1383132
2016-11-21T21:00:55.769538Z,1211049
2016-11-21T21:00:55.819538Z,1062529
2016-11-21T21:00:55.869538Z,1026913
2016-11-21T21:00:55.919538Z,1050325
2016-11-21T21:00:55.969538Z,1079815
2016-11-21T21:00:56.019538Z,1070326
2016-11-21T21:00:56.069538Z,969499
2016-11-21T21:00:56.119538Z,857235
2016-11-21T21:00:56.169538Z,868373
2016-11-21T21:00:56.219538Z,975557
2016-11-21T21:00:56.269538Z,1098280
2016-11-21T21:00:56.319538Z,1284554
2016-11-21T21:00:56.369538Z,1370006
2016-11-21T21:00:56.419538Z,1207327
2016-11-21T21:00:56.469538Z,896844
2016-11-21T21:00:56.519538Z,449223
2016-11-21T21:00:56.569538Z,-44481
2016-11-21T21:00:56.619538Z,-373303
2016-11-21T21:00:56.669538Z,-541360
2016-11-21T21:00:56.719538Z,-548742
2016-11-21T21:00:56.769538Z,-398760
2016-11-21T21:00:56.819538Z,-271775
2016-11-21T21:00:56.869538Z,-82734
2016-11-21T21:00:56.919538Z,132971
2016-11-21T21:00:56.969538Z,213244
2016-11-21T21:00:57.019538Z,272956
2016-11-21T21:00:57.069538Z,291215
2016-11-21T21:00:57.119538Z,327098
2016-11-21T21:00:57.169538Z,498874
2016-11-21T21:00:57.219538Z,719300
2016-11-21T21:00:57.269538Z,860074
2016-11-21T21:00:57.319538Z,845565
2016-11-21T21:00:57.369538Z,713035
2016-11-21T21:00:57.419538Z,571954
2016-11-21T21:00:57.469538Z,468127
2016-11-21T21:00:57.519538Z,394701
2016-11-21T21:00:57.569538Z,458158
2016-11-21T21:00:57.619538Z,631279
2016-11-21T21:00:57.669538Z,805270
2016-11-21T21:00:57.719538Z,946753
2016-11-21T21:00:57.769538Z,946345
2016-11-21T21:00:57.819538Z,905533
2016-11-21T21:00:57.869538Z,929197
2016-11-21T21:00:57.919538Z,940377
2016-11-21T21:00:57.969538Z,985939
2016-11-21T21:00:58.019538Z,1021769
2016-11-21T21:00:58.069538Z,922493
2016-11-21T21:00:58.119538Z,739707
2016-11-21T21:00:58.169538Z,486082
2016-11-21T21:00:58.219538Z,152489
2016-11-21T21:00:58.269538Z,-73886
2016-11-21T21:00:58.319538Z,-197317
2016-11-21T21:00:58.369538Z,-307197
2016-11-21T21:00:58.419538Z,-392969
2016-11-21T21:00:58.469538Z,-566032
2016-11-21T21:00:58.519538Z,-694850
2016-11-21T21:00:58.569538Z,-720847
2016-11-21T21:00:58.619538Z,-688450
2016-11-21T21:00:58.669538Z,-513206
2016-11-21T21:00:58.719538Z,-341431
2016-11-21T21:00:58.769538Z,-199585
2016-11-21T21:00:58.819538Z,-41375
2016-11-21T21:00:58.869538Z,113884
2016-11-21T21:00:58.919538Z,265365
2016-11-21T21:00:58.969538Z,293808
2016-11-21T21:00:59.019538Z,206871
2016-11-21T21:00:59.069538Z,134774
2016-11-21T21:00:59.119538Z,114262
2016-11-21T21:00:59.169538Z,204843
2016-11-21T21:00:59.219538Z,408334
2016-11-21T21:00:59.269538Z,584345
2016-11-21T21:00:59.319538Z,719539
2016-11-21T21:00:59.369538Z,795047
2016-11-21T21:00:59.419538Z,745809
2016-11-21T21:00:59.469538Z,625042
2016-11-21T21:00:59.519538Z,445937
2016-11-21T21:00:59.569538Z,271136
2016-11-21T21:00:59.619538Z,210732
2016-11-21T21:00:59.669538Z,165050
2016-11-21T21:00:59.719538Z,49900
2016-11-21T21:00:59.769538Z,-36656
2016-11-21T21:00:59.819538Z,-40341
2016-11-21T21:00:59.869538Z,105809
2016-11-21T21:00:59.919538Z,392324
2016-11-21T21:00:59.969538Z,662719
2016-11-21T21:01:00.019538Z,819664
2016-11-21T21:01:00.069538Z,771933
2016-11-21T21:01:00.119538Z,513279
2016-11-21T21:01:00.169538Z,150392
2016-11-21T21:01:00.219538Z,-160798
2016-11-21T21:01:00.269538Z,-355810
2016-11-21T21:01:00.319538Z,-518502
2016-11-21T21:01:00.369538Z,-628608
2016-11-21T21:01:00.419538Z,-675996
2016-11-21T21:01:00.469538Z,-683521
2016-11-21T21:01:00.519538Z,-614561
2016-11-21T21:01:00.569538Z,-469993
2016-11-21T21:01:00.619538Z,-307936
2016-11-21T21:01:00.669538Z,-110404
2016-11-21T21:01:00.719538Z,163336
2016-11-21T21:01:00.769538Z,471977
2016-11-21T21:01:00.819538Z,839583
2016-11-21T21:01:00.869538Z,1187875
2016-11-21T21:01:00.919538Z,1453532
2016-11-21T21:01:00.969538Z,1648448
2016-11-21T21:01:01.019538Z,1651821
2016-11-21T21:01:01.069538Z,1476001
2016-11-21T21:01:01.119538Z,1217404
2016-11-21T21:01:01.169538Z,845832
2016-11-21T21:01:01.219538Z,443901
2016-11-21T21:01:01.269538Z,117254
2016-11-21T21:01:01.319538Z,-225721
2016-11-21T21:01:01.369538Z,-532553
2016-11-21T21:01:01.419538Z,-671328
2016-11-21T21:01:01.469538Z,-630873
2016-11-21T21:01:01.519538Z,-426621
2016-11-21T21:01:01.569538Z,-117693
2016-11-21T21:01:01.619538Z,187800
2016-11-21T21:01:01.669538Z,412000
2016-11-21T21:01:01.719538Z,633748
2016-11-21T21:01:01.769538Z,910391
2016-11-21T21:01:01.819538Z,1273163
2016-11-21T21:01:01.869538Z,1644816
2016-11-21T21:01:01.919538Z,1803526
2016-11-21T21:01:01.969538Z,1713297
2016-11-21T21:01:02.019538Z,1413592
2016-11-21T21:01:02.069538Z,943192
2016-11-21T21:01:02.119538Z,343971
2016-11-21T21:01:02.169538Z,-311914
2016-11-21T21:01:02.219538Z,-856149
2016-11-21T21:01:02.269538Z,-1277474
2016-11-21T21:01:02.319538Z,-1677408
2016-11-21T21:01:02.369538Z,-2037381
2016-11-21T21:01:02.419538Z,-2305842
2016-11-21T21:01:02.469538Z,-2480257
2016-11-21T21:01:02.519538Z,-2572585
2016-11-21T21:01:02.569538Z,-2606267
2016-11-21T21:01:02.619538Z,-2626582
2016-11-21T21:01:02.669538Z,-2594073
2016-11-21T21:01:02.719538Z,-2488369
2016-11-21T21:01:02.769538Z,-2408924
2016-11-21T21:01:02.819538Z,-2333380
2016-11-21T21:01:02.869538Z,-2220676
2016-11-21T21:01:02.919538Z,-2018064
2016-11-21T21:01:02.969538Z,-1709938
2016-11-21T21:01:03.019538Z,-1349140
2016-11-21T21:01:03.069538Z,-871472
2016-11-21T21:01:03.119538Z,-423326
2016-11-21T21:01:03.169538Z,-73809
2016-11-21T21:01:03.219538Z,261169
2016-11-21T21:01:03.269538Z,524349
2016-11-21T21:01:03.319538Z,751088
2016-11-21T21:01:03.369538Z,845239
2016-11-21T21:01:03.419538Z,764882
2016-11-21T21:01:03.469538Z,606030
2016-11-21T21:01:03.519538Z,313106
2016-11-21T21:01:03.569538Z,-103462
2016-11-21T21:01:03.619538Z,-593250
2016-11-21T21:01:03.669538Z,-1053238
2016-11-21T21:01:03.719538Z,-1366822
2016-11-21T21:01:03.769538Z,-1537963
2016-11-21T21:01:03.819538Z,-1528291
2016-11-21T21:01:03.869538Z,-1355099
2016-11-21T21:01:03.919538Z,-1163932
2016-11-21T21:01:03.969538Z,-1009329
2016-11-21T21:01:04.019538Z,-940246
2016-11-21T21:01:04.069538Z,-1043316
2016-11-21T21:01:04.119538Z,-1248273
2016-11-21T21:01:04.169538Z,-1507877
2016-11-21T21:01:04.219538Z,-1761988
2016-11-21T21:01:04.269538Z,-1850324
2016-11-21T21:01:04.319538Z,-1780053
2016-11-21T21:01:04.369538Z,-1605100
2016-11-21T21:01:04.419538Z,-1396420
2016-11-21T21:01:04.469538Z,-1274197
2016-11-21T21:01:04.519538Z,-1195868
2016-11-21T21:01:04.569538Z,-1108930
2016-11-21T21:01:04.619538Z,-1081151
2016-11-21T21:01:04.669538Z,-1100640
2016-11-21T21:01:04.719538Z,-1141084
2016-11-21T21:01:04.769538Z,-1275513
2016-11-21T21:01:04.819538Z,-1453703
2016-11-21T21:01:04.869538Z,-1567094
2016-11-21T21:01:04.919538Z,-1566285
2016-11-21T21:01:04.969538Z,-1381513
2016-11-21T21:01:05.019538Z,-1062928
2016-11-21T21:01:05.069538Z,-755115
2016-11-21T21:01:05.119538Z,-537436
2016-11-21T21:01:05.169538Z,-509493
2016-11-21T21:01:05.219538Z,-643203
2016-11-21T21:01:05.269538Z,-717214
2016-11-21T21:01:05.319538Z,-641331
2016-11-21T21:01:05.369538Z,-420195
2016-11-21T21:01:05.419538Z,-160397
2016-11-21T21:01:05.469538Z,-40778
2016-11-21T21:01:05.519538Z,-138353
2016-11-21T21:01:05.569538Z,-461137
2016-11-21T21:01:05.619538Z,-865703
2016-11-21T21:01:05.669538Z,-1256046
2016-11-21T21:01:05.719538Z,-1586961
2016-11-21T21:01:05.769538Z,-1769843
2016-11-21T21:01:05.819538Z,-1885799
2016-11-21T21:01:05.869538Z,-1957695
2016-11-21T21:01:05.919538Z,-2051860
2016-11-21T21:01:05.969538Z,-2196083
2016-11-21T21:01:06.019538Z,-2199667
2016-11-21T21:01:06.069538Z,-2065612
2016-11-21T21:01:06.119538Z,-1787348
2016-11-21T21:01:06.169538Z,-1376822
2016-11-21T21:01:06.219538Z,-926372
2016-11-21T21:01:06.269538Z,-486958
2016-11-21T21:01:06.319538Z,-130795
2016-11-21T21:01:06.369538Z,90000
2016-11-21T21:01:06.419538Z,74402
2016-11-21T21:01:06.469538Z,-108250
2016-11-21T21:01:06.519538Z,-313054
2016-11-21T21:01:06.569538Z,-396110
2016-11-21T21:01:06.619538Z,-263473
2016-11-21T21:01:06.669538Z,-33834
2016-11-21T21:01:06.719538Z,109605
2016-11-21T21:01:06.769538Z,36140
2016-11-21T21:01:06.819538Z,-170880
2016-11-21T21:01:06.869538Z,-372366
2016-11-21T21:01:06.919538Z,-534833
2016-11-21T21:01:06.969538Z,-660546
2016-11-21T21:01:07.019538Z,-761483
2016-11-21T21:01:07.069538Z,-856873
2016-11-21T21:01:07.119538Z,-1028303
2016-11-21T21:01:07.169538Z,-1324394
2016-11-21T21:01:07.219538Z,-1638851
2016-11-21T21:01:07.269538Z,-1878360
2016-11-21T21:01:07.319538Z,-2000257
2016-11-21T21:01:07.369538Z,-1932021
2016-11-21T21:01:07.419538Z,-1735685
2016-11-21T21:01:07.469538Z,-1512795
2016-11-21T21:01:07.519538Z,-1285332
2016-11-21T21:01:07.569538Z,-1115583
2016-11-21T21:01:07.619538Z,-1059561
2016-11-21T21:01:07.669538Z,-1081719
2016-11-21T21:01:07.719538Z,-1135640
2016-11-21T21:01:07.769538Z,-1088991
2016-11-21T21:01:07.819538Z,-805828
2016-11-21T21:01:07.869538Z,-350537
2016-11-21T21:01:07.919538Z,183696
2016-11-21T21:01:07.969538Z,603743
2016-11-21T21:01:08.019538Z,784119
2016-11-21T21:01:08.069538Z,874189
2016-11-21T21:01:08.119538Z,969910
2016-11-21T21:01:08.169538Z,1125780
2016-11-21T21:01:08.219538Z,1381652
2016-11-21T21:01:08.269538Z,1667152
2016-11-21T21:01:08.319538Z,1907882
2016-11-21T21:01:08.369538Z,2053674
2016-11-21T21:01:08.419538Z,2021860
2016-11-21T21:01:08.469538Z,1800157
2016-11-21T21:01:08.519538Z,1545427
2016-11-21T21:01:08.569538Z,1371690
2016-11-21T21:01:08.619538Z,1289732
2016-11-21T21:01:08.669538Z,1312970
2016-11-21T21:01:08.719538Z,1417246
2016-11-21T21:01:08.769538Z,1582735
2016-11-21T21:01:08.819538Z,1737040
2016-11-21T21:01:08.869538Z,1751565
2016-11-21T21:01:08.919538Z,1697549
2016-11-21T21:01:08.969538Z,1711989
2016-11-21T21:01:09.019538Z,1818045
2016-11-21T21:01:09.069538Z,2015641
2016-11-21T21:01:09.119538Z,2185258
2016-11-21T21:01:09.169538Z,2180207
2016-11-21T21:01:09.219538Z,1983654
2016-11-21T21:01:09.269538Z,1635311
2016-11-21T21:01:09.319538Z,1264087
2016-11-21T21:01:09.369538Z,1009428
2016-11-21T21:01:09.419538Z,868208
2016-11-21T21:01:09.469538Z,812422
2016-11-21T21:01:09.519538Z,804638
2016-11-21T21:01:09.569538Z,798444
2016-11-21T21:01:09.619538Z,802521
2016-11-21T21:01:09.669538Z,814157
2016-11-21T21:01:09.719538Z,850006
2016-11-21T21:01:09.769538Z,911734
2016-11-21T21:01:09.819538Z,1010567
2016-11-21T21:01:09.869538Z,1206238
2016-11-21T21:01:09.919538Z,1453167
2016-11-21T21:01:09.969538Z,1693005
2016-11-21T21:01:10.019538Z,1954695
2016-11-21T21:01:10.069538Z,2189951
2016-11-21T21:01:10.119538Z,2348651
2016-11-21T21:01:10.169538Z,2431322
2016-11-21T21:01:10.219538Z,2447009
2016-11-21T21:01:10.269538Z,2442158
2016-11-21T21:01:10.319538Z,2379825
2016-11-21T21:01:10.369538Z,2283859
2016-11-21T21:01:10.419538Z,2260555
2016-11-21T21:01:10.469538Z,2307606
2016-11-21T21:01:10.519538Z,2381924
2016-11-21T21:01:10.569538Z,2503572
2016-11-21T21:01:10.619538Z,2592814
2016-11-21T21:01:10.669538Z,2575847
2016-11-21T21:01:10.719538Z,2562282
2016-11-21T21:01:10.769538Z,2536500
2016-11-21T21:01:10.819538Z,2543509
2016-11-21T21:01:10.869538Z,2667029
2016-11-21T21:01:10.919538Z,2876225
2016-11-21T21:01:10.969538Z,3127004
2016-11-21T21:01:11.019538Z,3347454
2016-11-21T21:01:11.069538Z,3516319
2016-11-21T21:01:11.119538Z,3605041
2016-11-21T21:01:11.169538Z,3674085
2016-11-21T21:01:11.219538Z,3720620
2016-11-21T21:01:11.269538Z,3658416
2016-11-21T21:01:11.319538Z,3503940
2016-11-21T21:01:11.369538Z,3361369
2016-11-21T21:01:11.419538Z,3270699
2016-11-21T21:01:11.469538Z,3277747
2016-11-21T21:01:11.519538Z,3524360
2016-11-21T21:01:11.569538Z,3906614
2016-11-21T21:01:11.619538Z,4307311
2016-11-21T21:01:11.669538Z,4627037
2016-11-21T21:01:11.719538Z,4730753
2016-11-21T21:01:11.769538Z,4715634
2016-11-21T21:01:11.819538Z,4663465
2016-11-21T21:01:11.869538Z,4585650
2016-11-21T21:01:11.919538Z,4474638
2016-11-21T21:01:11.969538Z,4300064
2016-11-21T21:01:12.019538Z,4189105
2016-11-21T21:01:12.069538Z,4225583
2016-11-21T21:01:12.119538Z,4293048
2016-11-21T21:01:12.169538Z,4368633
2016-11-21T21:01:12.219538Z,4427370
2016-11-21T21:01:12.269538Z,4425418
2016-11-21T21:01:12.319538Z,4392758
2016-11-21T21:01:12.369538Z,4326980
2016-11-21T21:01:12.419538Z,4267354
2016-11-21T21:01:12.469538Z,4203612
2016-11-21T21:01:12.519538Z,4114822
2016-11-21T21:01:12.569538Z,4033374
2016-11-21T21:01:12.619538Z,3934207
2016-11-21T21:01:12.669538Z,3754773
2016-11-21T21:01:12.719538Z,3615703
2016-11-21T21:01:12.769538Z,3659184
2016-11-21T21:01:12.819538Z,3921464
2016-11-21T21:01:12.869538Z,4499212
2016-11-21T21:01:12.919538Z,5166511
2016-11-21T21:01:12.969538Z,5665003
2016-11-21T21:01:13.019538Z,6027984
2016-11-21T21:01:13.069538Z,6195325
2016-11-21T21:01:13.119538Z,6257718
2016-11-21T21:01:13.169538Z,6394015
2016-11-21T21:01:13.219538Z,6590926
2016-11-21T21:01:13.269538Z,6861162
2016-11-21T21:01:13.319538Z,7090620
2016-11-21T21:01:13.369538Z,7088519
2016-11-21T21:01:13.419538Z,6886635
2016-11-21T21:01:13.469538Z,6530026
2016-11-21T21:01:13.519538Z,6053595
2016-11-21T21:01:13.569538Z,5693307
2016-11-21T21:01:13.619538Z,5589027
2016-11-21T21:01:13.669538Z,5627709
2016-11-21T21:01:13.719538Z,5761068
2016-11-21T21:01:13.769538Z,5827482
2016-11-21T21:01:13.819538Z,5731997
2016-11-21T21:01:13.869538Z,5606381
2016-11-21T21:01:13.919538Z,5440774
2016-11-21T21:01:13.969538Z,5372412
2016-11-21T21:01:14.019538Z,5500464
2016-11-21T21:01:14.069538Z,5839999
2016-11-21T21:01:14.119538Z,6372638
2016-11-21T21:01:14.169538Z,6787433
2016-11-21T21:01:14.219538Z,7019787
2016-11-21T21:01:14.269538Z,6990838
2016-11-21T21:01:14.319538Z,6601125
2016-11-21T21:01:14.369538Z,6186703
2016-11-21T21:01:14.419538Z,6060260
2016-11-21T21:01:14.469538Z,6339510
2016-11-21T21:01:14.519538Z,6833687
2016-11-21T21:01:14.569538Z,7261802
2016-11-21T21:01:14.619538Z,7492208
2016-11-21T21:01:14.669538Z,7465892
2016-11-21T21:01:14.719538Z,7284024
2016-11-21T21:01:14.769538Z,7070761
2016-11-21T21:01:14.819538Z,6895627
2016-11-21T21:01:14.869538Z,6820019
2016-11-21T21:01:14.919538Z,6805202
2016-11-21T21:01:14.969538Z,6643679
2016-11-21T21:01:15.019538Z,6273543
2016-11-21T21:01:15.069538Z,5648158
2016-11-21T21:01:15.119538Z,4777477
2016-11-21T21:01:15.169538Z,3924580
2016-11-21T21:01:15.219538Z,3243376
2016-11-21T21:01:15.269538Z,2917087
2016-11-21T21:01:15.319538Z,2889348
2016-11-21T21:01:15.369538Z,2870120
2016-11-21T21:01:15.419538Z,2765152
2016-11-21T21:01:15.469538Z,2532168
2016-11-21T21:01:15.519538Z,2191105
2016-11-21T21:01:15.569538Z,1848964
2016-11-21T21:01:15.619538Z,1643966
2016-11-21T21:01:15.669538Z,1584771
2016-11-21T21:01:15.719538Z,1705125
2016-11-21T21:01:15.769538Z,1987690
2016-11-21T21:01:15.819538Z,2206810
2016-11-21T21:01:15.869538Z,2387858
2016-11-21T21:01:15.919538Z,2496264
2016-11-21T21:01:15.969538Z,2315759
2016-11-21T21:01:16.019538Z,1796563
2016-11-21T21:01:16.069538Z,849752
2016-11-21T21:01:16.119538Z,-232207
2016-11-21T21:01:16.169538Z,-997107
2016-11-21T21:01:16.219538Z,-1529169
2016-11-21T21:01:16.269538Z,-1862343
2016-11-21T21:01:16.319538Z,-2022609
2016-11-21T21:01:16.369538Z,-2205345
2016-11-21T21:01:16.419538Z,-2299994
2016-11-21T21:01:16.469538Z,-2208446
2016-11-21T21:01:16.519538Z,-2099865
2016-11-21T21:01:16.569538Z,-1962861
2016-11-21T21:01:16.619538Z,-1751120
2016-11-21T21:01:16.669538Z,-1657731
2016-11-21T21:01:16.719538Z,-1546990
2016-11-21T21:01:16.769538Z,-1419276
2016-11-21T21:01:16.819538Z,-1409758
2016-11-21T21:01:16.869538Z,-1236281
2016-11-21T21:01:16.919538Z,-967066
2016-11-21T21:01:16.969538Z,-591642
2016-11-21T21:01:17.019538Z,-22506
2016-11-21T21:01:17.069538Z,548447
2016-11-21T21:01:17.119538Z,1081718
2016-11-21T21:01:17.169538Z,1381885
2016-11-21T21:01:17.219538Z,1382274
2016-11-21T21:01:17.269538Z,1130247
2016-11-21T21:01:17.319538Z,687493
2016-11-21T21:01:17.369538Z,421436
2016-11-21T21:01:17.419538Z,547614
2016-11-21T21:01:17.469538Z,988905
2016-11-21T21:01:17.519538Z,1583848
2016-11-21T21:01:17.569538Z,2044314
2016-11-21T21:01:17.619538Z,1987615
2016-11-21T21:01:17.669538Z,1547496
2016-11-21T21:01:17.719538Z,1110368
2016-11-21T21:01:17.769538Z,536525
2016-11-21T21:01:17.819538Z,-109431
2016-11-21T21:01:17.869538Z,-506395
2016-11-21T21:01:17.919538Z,-804328
2016-11-21T21:01:17.969538Z,-1086626
2016-11-21T21:01:18.019538Z,-1130207
2016-11-21T21:01:18.069538Z,-1141039
2016-11-21T21:01:18.119538Z,-1266247
2016-11-21T21:01:18.169538Z,-1140865
2016-11-21T21:01:18.219538Z,-865805
2016-11-21T21:01:18.269538Z,-670699
2016-11-21T21:01:18.319538Z,-394601
2016-11-21T21:01:18.369538Z,-65744
2016-11-21T21:01:18.419538Z,199606
2016-11-21T21:01:18.469538Z,288016
2016-11-21T21:01:18.519538Z,335931
2016-11-21T21:01:18.569538Z,488806
2016-11-21T21:01:18.619538Z,586168
2016-11-21T21:01:18.669538Z,858652
2016-11-21T21:01:18.719538Z,1163298
2016-11-21T21:01:18.769538Z,1117307
2016-11-21T21:01:18.819538Z,1040009
2016-11-21T21:01:18.869538Z,873571
2016-11-21T21:01:18.919538Z,323981
2016-11-21T21:01:18.969538Z,-315781
2016-11-21T21:01:19.019538Z,-880207
2016-11-21T21:01:19.069538Z,-1383822
2016-11-21T21:01:19.119538Z,-1684208
2016-11-21T21:01:19.169538Z,-1863379
2016-11-21T21:01:19.219538Z,-1989279
2016-11-21T21:01:19.269538Z,-1980053
2016-11-21T21:01:19.319538Z,-1633673
2016-11-21T21:01:19.369538Z,-1036343
2016-11-21T21:01:19.419538Z,-756757
2016-11-21T21:01:19.469538Z,-555270
2016-11-21T21:01:19.519538Z,-393670
2016-11-21T21:01:19.569538Z,-796074
2016-11-21T21:01:19.619538Z,-1025784
2016-11-21T21:01:19.669538Z,-754033
2016-11-21T21:01:19.719538Z,-192389
2016-11-21T21:01:19.769538Z,477570
2016-11-21T21:01:19.819538Z,610711
2016-11-21T21:01:19.869538Z,441680
2016-11-21T21:01:19.919538Z,64396
2016-11-21T21:01:19.969538Z,-260423
2016-11-21T21:01:20.019538Z,-46675
2016-11-21T21:01:20.069538Z,227311
2016-11-21T21:01:20.119538Z,219479
2016-11-21T21:01:20.169538Z,201556
2016-11-21T21:01:20.219538Z,95400
2016-11-21T21:01:20.269538Z,-300980
2016-11-21T21:01:20.319538Z,-164284
2016-11-21T21:01:20.369538Z,281027
2016-11-21T21:01:20.419538Z,526360
2016-11-21T21:01:20.469538Z,745181
2016-11-21T21:01:20.519538Z,508938
2016-11-21T21:01:20.569538Z,-192973
2016-11-21T21:01:20.619538Z,-1019097
2016-11-21T21:01:20.669538Z,-1632602
2016-11-21T21:01:20.719538Z,-1974965
2016-11-21T21:01:20.769538Z,-1888321
2016-11-21T21:01:20.819538Z,-1701708
2016-11-21T21:01:20.869538Z,-1682546
2016-11-21T21:01:20.919538Z,-1503205
2016-11-21T21:01:20.969538Z,-1617552
2016-11-21T21:01:21.019538Z,-1733538
2016-11-21T21:01:21.069538Z,-1596082
2016-11-21T21:01:21.119538Z,-1382819
2016-11-21T21:01:21.169538Z,-671312
2016-11-21T21:01:21.219538Z,314528
2016-11-21T21:01:21.269538Z,1179130
2016-11-21T21:01:21.319538Z,1815399
2016-11-21T21:01:21.369538Z,2239198
2016-11-21T21:01:21.419538Z,2489423
2016-11-21T21:01:21.469538Z,2640866
2016-11-21T21:01:21.519538Z,2580496
2016-11-21T21:01:21.569538Z,2644178
2016-11-21T21:01:21.619538Z,3083875
2016-11-21T21:01:21.669538Z,3349477
2016-11-21T21:01:21.719538Z,3692691
2016-11-21T21:01:21.769538Z,3539557
2016-11-21T21:01:21.819538Z,2506797
2016-11-21T21:01:21.869538Z,1400283
2016-11-21T21:01:21.919538Z,384935
2016-11-21T21:01:21.969538Z,-322657
2016-11-21T21:01:22.019538Z,-467853
2016-11-21T21:01:22.069538Z,176673
2016-11-21T21:01:22.119538Z,1021517
2016-11-21T21:01:22.169538Z,1687152
2016-11-21T21:01:22.219538Z,2233258
2016-11-21T21:01:22.269538Z,2301736
2016-11-21T21:01:22.319538Z,2024276
2016-11-21T21:01:22.369538Z,1569749
2016-11-21T21:01:22.419538Z,1011507
2016-11-21T21:01:22.469538Z,606404
2016-11-21T21:01:22.519538Z,368523
2016-11-21T21:01:22.569538Z,-160390
2016-11-21T21:01:22.619538Z,-702752
2016-11-21T21:01:22.669538Z,-1288062
2016-11-21T21:01:22.719538Z,-2283411
2016-11-21T21:01:22.769538Z,-3216151
2016-11-21T21:01:22.819538Z,-4020235
2016-11-21T21:01:22.869538Z,-4664255
2016-11-21T21:01:22.919538Z,-4782093
2016-11-21T21:01:22.969538Z,-4519411
2016-11-21T21:01:23.019538Z,-4752324
2016-11-21T21:01:23.069538Z,-5550223
2016-11-21T21:01:23.119538Z,-6425918
2016-11-21T21:01:23.169538Z,-7813746
2016-11-21T21:01:23.219538Z,-9773003
2016-11-21T21:01:23.269538Z,-11473566
2016-11-21T21:01:23.319538Z,-12749240
2016-11-21T21:01:23.369538Z,-13563009
2016-11-21T21:01:23.419538Z,-13744393
2016-11-21T21:01:23.469538Z,-13955436
2016-11-21T21:01:23.519538Z,-14288344
2016-11-21T21:01:23.569538Z,-14608076
2016-11-21T21:01:23.619538Z,-15130533
2016-11-21T21:01:23.669538Z,-15667747
2016-11-21T21:01:23.719538Z,-16157656
2016-11-21T21:01:23.769538Z,-16555568
2016-11-21T21:01:23.819538Z,-16523763
2016-11-21T21:01:23.869538Z,-16261160
2016-11-21T21:01:23.919538Z,-16093281
2016-11-21T21:01:23.969538Z,-15647411
2016-11-21T21:01:24.019538Z,-15228777
2016-11-21T21:01:24.069538Z,-15076219
2016-11-21T21:01:24.119538Z,-14813573
2016-11-21T21:01:24.169538Z,-14840378
2016-11-21T21:01:24.219538Z,-15207968
2016-11-21T21:01:24.269538Z,-15461573
2016-11-21T21:01:24.319538Z,-15655532
2016-11-21T21:01:24.369538Z,-15775499
2016-11-21T21:01:24.419538Z,-15725053
2016-11-21T21:01:24.469538Z,-15731803
2016-11-21T21:01:24.519538Z,-15706181
2016-11-21T21:01:24.569538Z,-15375707
2016-11-21T21:01:24.619538Z,-14785322
2016-11-21T21:01:24.669538Z,-13993522
2016-11-21T21:01:24.719538Z,-13336393
2016-11-21T21:01:24.769538Z,-12901316
2016-11-21T21:01:24.819538Z,-12640677
2016-11-21T21:01:24.869538Z,-12864683
2016-11-21T21:01:24.919538Z,-13421902
2016-11-21T21:01:24.969538Z,-14159652
2016-11-21T21:01:25.019538Z,-14804530
2016-11-21T21:01:25.069538Z,-15003358
2016-11-21T21:01:25.119538Z,-14837289
2016-11-21T21:01:25.169538Z,-14403374
2016-11-21T21:01:25.219538Z,-14218296
2016-11-21T21:01:25.269538Z,-14466091
2016-11-21T21:01:25.319538Z,-14760321
2016-11-21T21:01:25.369538Z,-15086230
2016-11-21T21:01:25.419538Z,-15030959
2016-11-21T21:01:25.469538Z,-14353711
2016-11-21T21:01:25.519538Z,-13511678
2016-11-21T21:01:25.569538Z,-12500700
2016-11-21T21:01:25.619538Z,-11499566
2016-11-21T21:01:25.669538Z,-10818529
2016-11-21T21:01:25.719538Z,-10266214
2016-11-21T21:01:25.769538Z,-10050420
